name,team,position,minutes_1,minutes_2,minutes_3,minutes_4,minutes_5,minutes_6,minutes_7,minutes_8,minutes_9,minutes_10,minutes_11
Charlie Goode,4.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Robinson,,,,,,,,,,,,,
Che Adams,17.0,FWD,31.0,90.0,90.0,90.0,,70.0,90.0,90.0,73.0,90.0,17.0
Cheick DoucourÃ©,7.0,MID,90.0,90.0,90.0,90.0,,,83.0,63.0,55.0,90.0,0.0
Cheikhou KouyatÃ©,,,6.0,15.0,78.0,75.0,,0.0,45.0,90.0,69.0,29.0,79.0
Chem Campbell,20.0,MID,0.0,0.0,0.0,0.0,,4.0,17.0,18.0,0.0,0.0,24.0
Chris Mepham,3.0,DEF,90.0,81.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Chris Richards,7.0,DEF,1.0,33.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Chris Wood,15.0,FWD,21.0,64.0,26.0,1.0,,1.0,0.0,6.0,12.0,3.0,2.0
Christian Benteke,7.0,FWD,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Christian Eriksen,14.0,MID,85.0,90.0,90.0,90.0,,,90.0,82.0,0.0,3.0,79.0
Christian NÃ¸rgaard,4.0,MID,90.0,68.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Christian Pulisic,6.0,MID,26.0,15.0,24.0,59.0,,,6.0,71.0,0.0,29.0,16.0
Christian Saydee,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Ciaran Clark,15.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Gomes,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
ClÃ©ment Lenglet,18.0,DEF,0.0,0.0,0.0,90.0,,90.0,70.0,0.0,0.0,0.0,80.0
Cody Drameh,10.0,DEF,0.0,0.0,0.0,70.0,,,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,,,,,,,,,,,,,
Cole Palmer,13.0,MID,0.0,1.0,35.0,0.0,,13.0,15.0,20.0,0.0,,13.0
Connor Ronan,20.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Conor Coady,20.0,DEF,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Conor Coventry,19.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Conor Gallagher,6.0,MID,63.0,27.0,0.0,59.0,,,14.0,85.0,32.0,15.0,0.0
Craig Dawson,19.0,DEF,0.0,0.0,0.0,0.0,,0.0,90.0,90.0,0.0,0.0,0.0
Cristian Romero,18.0,DEF,0.0,0.0,0.0,90.0,,31.0,90.0,90.0,86.0,90.0,0.0
Cristiano Ronaldo dos Santos Aveiro,14.0,FWD,4.0,22.0,22.0,32.0,,,0.0,61.0,71.0,0.0,0.0
Crysencio Summerville,10.0,MID,0.0,0.0,0.0,31.0,,,11.0,28.0,6.0,90.0,26.0
Curtis Jones,12.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.0,90.0
CÃ©dric Alves Soares,1.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
CÃ©sar Azpilicueta,6.0,DEF,3.0,45.0,66.0,0.0,,,0.0,90.0,45.0,90.0,90.0
Dale Taylor,,,,,,,,,,,,,
Dan Burn,15.0,DEF,90.0,64.0,90.0,11.0,,90.0,82.0,90.0,77.0,90.0,90.0
Dane Scarlett,18.0,FWD,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Dango Ouattara,,,,,,,,,,,,,
Daniel Adu-Adjei,,,,,,,,,,,,,
Daniel Amartey,11.0,DEF,90.0,90.0,0.0,18.0,,0.0,0.0,23.0,90.0,90.0,90.0
Daniel Bentley,,,,,,,,,,,,,
Daniel Castelo Podence,20.0,MID,58.0,7.0,15.0,81.0,,69.0,90.0,90.0,90.0,90.0,90.0
Daniel Iversen,11.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Daniel James,10.0,MID,69.0,58.0,14.0,30.0,,20.0,69.0,76.0,45.0,17.0,0.0
Danilo dos Santos de Oliveira,,,,,,,,,,,,,
Danny Ings,2.0,FWD,24.0,77.0,7.0,0.0,,6.0,7.0,25.0,90.0,68.0,90.0
Danny Ward,11.0,GK,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Danny Welbeck,5.0,FWD,90.0,87.0,27.0,90.0,,,90.0,90.0,90.0,90.0,78.0
Darko Gyabi,10.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Darren Randolph,19.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Darwin NÃºÃ±ez Ribeiro,12.0,FWD,0.0,0.0,0.0,79.0,,,1.0,90.0,18.0,56.0,0.0
David Brooks,3.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
David Datro Fofana,,,,,,,,,,,,,
David De Gea Quintana,14.0,GK,90.0,90.0,90.0,90.0,,,90.0,90.0,90.0,90.0,90.0
David Ozoh,,,,,,,,,,,,,
David Raya Martin,4.0,GK,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Davinson SÃ¡nchez,18.0,DEF,90.0,90.0,90.0,0.0,,58.0,19.0,0.0,3.0,8.0,80.0
Dean Henderson,16.0,GK,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Declan Rice,19.0,MID,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Dejan Kulusevski,18.0,MID,85.0,82.0,75.0,12.0,,69.0,0.0,0.0,0.0,0.0,0.0
Dele Alli,8.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Demarai Gray,8.0,MID,90.0,90.0,90.0,90.0,,80.0,90.0,90.0,90.0,78.0,72.0
Denis Zakaria,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0
Deniz Undav,5.0,FWD,0.0,0.0,11.0,6.0,,,0.0,0.0,21.0,5.0,11.0
Dennis Praet,11.0,MID,0.0,54.0,0.0,0.0,,0.0,10.0,0.0,8.0,69.0,28.0
Dexter Lembikisa,,,,,,,,,,,,,
Diego Carlos Santos Silva,2.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Diego Da Silva Costa,,,,,,,,0.0,32.0,56.0,81.0,74.0,79.0
Diego Llorente,10.0,DEF,90.0,90.0,90.0,90.0,,,0.0,0.0,0.0,90.0,0.0
Diogo Dalot Teixeira,14.0,DEF,85.0,90.0,90.0,90.0,,,90.0,90.0,90.0,90.0,90.0
Diogo Pinheiro Monteiro,,,,,,,,,,,,,
Diogo Teixeira da Silva,12.0,FWD,0.0,0.0,0.0,10.0,,,15.0,80.0,90.0,0.0,0.0
Divin Mubama,,,,,,,,,,,,,
Djed Spence,18.0,DEF,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0
Dominic Ballard,,,,,,,,,,,,,
Dominic Calvert-Lewin,8.0,FWD,0.0,0.0,0.0,0.0,,0.0,0.0,14.0,24.0,72.0,77.0
Dominic Sadi,,,,,,,,,,,,,
Dominic Solanke,3.0,FWD,0.0,45.0,90.0,90.0,,90.0,90.0,90.0,88.0,90.0,44.0
Dominic Thompson,4.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Donny van de Beek,14.0,MID,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Douglas Luiz Soares de Paulo,2.0,MID,17.0,65.0,17.0,90.0,,46.0,90.0,90.0,90.0,61.0,90.0
Duje Caleta-Car,,,,,,0.0,,0.0,90.0,0.0,48.0,90.0,90.0
Dwight Gayle,15.0,FWD,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Dwight McNeil,8.0,MID,33.0,85.0,90.0,8.0,,15.0,73.0,23.0,90.0,11.0,17.0
Eberechi Eze,7.0,MID,90.0,90.0,75.0,61.0,,,73.0,90.0,90.0,89.0,90.0
Ed Turns,,,,,,,,,,0.0,0.0,0.0,0.0
Eddie Nketiah,1.0,FWD,16.0,29.0,2.0,16.0,,12.0,10.0,1.0,8.0,,19.0
Ederson Santana de Moraes,13.0,GK,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,,90.0
Edouard Mendy,6.0,GK,90.0,90.0,90.0,90.0,,,0.0,0.0,0.0,0.0,0.0
Eldin Jakupovic,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Ellery Balcombe,4.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Elliot Anderson,15.0,MID,0.0,6.0,6.0,20.0,,0.0,31.0,6.0,0.0,18.0,0.0
Ellis Simms,,,,,,,,,,,,,
Emerson Leite de Souza Junior,18.0,DEF,90.0,90.0,90.0,90.0,,35.0,61.0,0.0,0.0,0.0,90.0
Emerson Palmieri dos Santos,6.0,DEF,0.0,45.0,5.0,90.0,,1.0,16.0,6.0,58.0,0.0,0.0
Emil Krafth,15.0,DEF,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,1.0,MID,16.0,0.0,9.0,16.0,,0.0,0.0,0.0,0.0,,0.0
Emiliano BuendÃ­a Stati,2.0,MID,72.0,24.0,72.0,1.0,,23.0,26.0,90.0,24.0,32.0,70.0
Emiliano Marcondes,3.0,MID,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano MartÃ­nez Romero,2.0,GK,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Emmanuel Dennis,,,0.0,21.0,32.0,5.0,,2.0,28.0,70.0,69.0,0.0,0.0
Enock Mwepu,5.0,MID,5.0,20.0,62.0,83.0,,,0.0,0.0,0.0,0.0,0.0
Enzo FernÃ¡ndez,,,,,,,,,,,,,
Eric Bailly,14.0,DEF,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Eric Dier,18.0,DEF,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,81.0,90.0
Erling Haaland,13.0,FWD,90.0,83.0,68.0,90.0,,90.0,90.0,90.0,90.0,,79.0
Ethan Ampadu,6.0,DEF,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Ethan Nwaneri,,,,,,,,1.0,0.0,0.0,0.0,,0.0
Ethan Pinnock,4.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,90.0,90.0,90.0,90.0
Ethan Wady,,,,,,,,,,,,,
Euan Pollock,,,,,,,,,,,,,
Evan Ferguson,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Ezri Konsa Ngoyo,2.0,DEF,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Fabian SchÃ¤r,15.0,DEF,90.0,90.0,0.0,90.0,,90.0,82.0,90.0,90.0,90.0,90.0
Fabio Henrique Tavares,12.0,MID,31.0,90.0,90.0,90.0,,,90.0,21.0,72.0,32.0,90.0
Fabio Silva,20.0,FWD,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Facundo Buonanotte,,,,,,,,,,,,,
Facundo Pellistri Rebollo,14.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Federico FernÃ¡ndez,15.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Augusto de Almeida Monteiro,,,,,,,,,,,,,
Filip Marschall,,,,,,,,,,,,,
Fin Stevens,4.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Flynn Downes,19.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,73.0,87.0
Francisco Jorge TomÃ¡s Oliveira,20.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Frank Onyeka,4.0,MID,0.0,0.0,22.0,31.0,,27.0,6.0,27.0,70.0,59.0,45.0
Fraser Forster,18.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Frederico Rodrigues de Paula Santos,14.0,MID,19.0,1.0,3.0,23.0,,,20.0,0.0,90.0,90.0,38.0
FrÃ©dÃ©ric Guilbert,2.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
FÃ¡bio Ferreira Vieira,1.0,MID,0.0,0.0,0.0,16.0,,90.0,10.0,1.0,17.0,,7.0
FÃ¡bio Freitas Gouveia Carvalho,12.0,MID,17.0,45.0,19.0,45.0,,,45.0,0.0,17.0,56.0,61.0
Gabriel Fernando de Jesus,1.0,FWD,90.0,88.0,87.0,90.0,,90.0,79.0,90.0,81.0,,90.0
Gabriel Martinelli Silva,1.0,MID,74.0,90.0,90.0,90.0,,77.0,90.0,90.0,90.0,,70.0
Gabriel dos Santos MagalhÃ£es,1.0,DEF,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,,90.0
Garang Kuol,,,,,,,,,,,,,
Gavin Bazunu,17.0,GK,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
George Abbott,,,,,,,,,,,,,
George Shelvey,,,,,,,,,,,,,
George Wickens,,,,,,,,,,,,,
Georginio Rutter,,,,,,,,,,,,,
Gianluca Scamacca,19.0,FWD,28.0,64.0,0.0,0.0,,20.0,65.0,79.0,86.0,90.0,73.0
Giulian Biancone,16.0,DEF,0.0,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0
GonÃ§alo Manuel Ganchinho Guedes,,,80.0,82.0,74.0,45.0,,69.0,57.0,45.0,0.0,32.0,0.0
Granit Xhaka,1.0,MID,87.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,,90.0
Gustavo Henrique Furtado Scarpa,,,,,,,,,,,,,
Hakim Ziyech,6.0,MID,26.0,0.0,90.0,0.0,,,0.0,4.0,0.0,0.0,0.0
Halil DerviÅoÄlu,4.0,FWD,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Hamed TraorÃ¨,,,,,,,,,,,,,
Hamza Choudhury,11.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Ashby,19.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Reed,9.0,MID,90.0,90.0,90.0,90.0,,90.0,90.0,70.0,45.0,72.0,90.0
Harry Arter,16.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Harry Kane,18.0,FWD,90.0,90.0,90.0,77.0,,90.0,90.0,89.0,90.0,90.0,90.0
Harry Maguire,14.0,DEF,0.0,0.0,0.0,10.0,,,0.0,0.0,0.0,0.0,0.0
Harry Souttar,,,,,,,,,,,,,
Harry Toffolo,16.0,DEF,90.0,90.0,21.0,0.0,,0.0,0.0,90.0,88.0,17.0,0.0
Harry Wilson,9.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,13.0,28.0,5.0,62.0
Harry Winks,18.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Barnes,11.0,MID,75.0,90.0,90.0,45.0,,90.0,90.0,90.0,84.0,84.0,78.0
Harvey Davies,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Harvey Elliott,12.0,MID,90.0,45.0,90.0,79.0,,,31.0,9.0,72.0,33.0,90.0
Harvey Griffiths,,,,,,,,,,,,,
Harvey Vale,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Harvey White,18.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Haydon Roberts,5.0,DEF,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Hugo Bueno LÃ³pez,20.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,90.0,90.0
Hugo Lloris,18.0,GK,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Hwang Hee-chan,20.0,MID,9.0,6.0,0.0,8.0,,20.0,0.0,33.0,8.0,15.0,10.0
Ibrahima Diallo,17.0,MID,0.0,0.0,90.0,55.0,,45.0,0.0,90.0,16.0,2.0,90.0
Ibrahima KonatÃ©,12.0,DEF,0.0,0.0,0.0,0.0,,,0.0,21.0,0.0,0.0,0.0
Idrissa Gueye,,,,,,28.0,,90.0,90.0,75.0,80.0,90.0,85.0
Ilkay GÃ¼ndogan,13.0,MID,90.0,29.0,90.0,90.0,,18.0,74.0,0.0,88.0,,0.0
Illan Meslier,10.0,GK,90.0,90.0,90.0,90.0,,,90.0,90.0,90.0,90.0,90.0
Illia Zabarnyi,,,,,,,,,,,,,
Imari Samuels,,,,,,,,,,,,,
Isaac Price,,,,,,,,,,,,,
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Issa Diop,19.0,DEF,0.0,11.0,0.0,0.0,,90.0,45.0,0.0,90.0,90.0,0.0
Ivan Neves Abreu Cavaleiro,9.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Ivan PeriÅ¡iÄ,18.0,DEF,75.0,73.0,90.0,6.0,,54.0,70.0,10.0,90.0,88.0,29.0
Ivan Toney,4.0,FWD,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Jack Butland,7.0,GK,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Jack Colback,16.0,MID,0.0,0.0,21.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jack Grealish,13.0,MID,0.0,0.0,0.0,0.0,,76.0,74.0,32.0,0.0,,76.0
Jack Harrison,10.0,MID,82.0,73.0,90.0,45.0,,,78.0,90.0,75.0,25.0,90.0
Jack Hinshelwood,,,,,,,,,,,,,
Jack Stacey,3.0,DEF,0.0,0.0,0.0,1.0,,3.0,0.0,18.0,1.0,0.0,0.0
Jack Stephens,17.0,DEF,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0
Jack Wells-Morrison,,,,,,,,,,,,,
Jackson Smith,20.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Murphy,15.0,MID,7.0,6.0,26.0,20.0,,19.0,90.0,65.0,58.0,71.0,15.0
Jacob Ramsey,2.0,MID,90.0,24.0,90.0,90.0,,66.0,82.0,80.0,77.0,80.0,19.0
Jaden Philogene-Bidace,2.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,14.0,MID,70.0,67.0,67.0,66.0,,,69.0,0.0,90.0,86.0,51.0
Jaidon Anthony,3.0,MID,45.0,90.0,4.0,5.0,,10.0,0.0,13.0,15.0,0.0,33.0
Jairo Riedewald,7.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,34.0,1.0,0.0
Jakub Kiwior,,,,,,,,,,,,,
Jakub Moder,5.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Jamaal Lascelles,15.0,DEF,0.0,0.0,90.0,0.0,,0.0,7.0,0.0,1.0,0.0,0.0
Jamal Lewis,15.0,DEF,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0
Jamal Lowe,3.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
James Bree,,,,,,,,,,,,,
James Furlong,,,,,,,,,,,,,
James Garner,14.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,15.0,23.0,17.0,12.0
James Hill,3.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
James Justin,11.0,DEF,90.0,90.0,90.0,90.0,,90.0,90.0,85.0,90.0,90.0,87.0
James Maddison,11.0,MID,90.0,0.0,90.0,90.0,,90.0,84.0,90.0,90.0,0.0,90.0
James McArthur,7.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
James McAtee,13.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
James Milner,12.0,MID,72.0,21.0,19.0,31.0,,,31.0,0.0,90.0,9.0,61.0
James Tarkowski,8.0,DEF,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
James Tomkins,7.0,DEF,0.0,0.0,0.0,0.0,,,46.0,0.0,0.0,0.0,0.0
James Ward-Prowse,17.0,MID,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
James Wright,,,,,,,,,,,,,
Jamie Shackleton,10.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Jamie Vardy,11.0,FWD,64.0,90.0,86.0,18.0,,16.0,61.0,23.0,25.0,63.0,29.0
Jan Bednarek,17.0,DEF,0.0,0.0,0.0,0.0,,0.0,45.0,0.0,0.0,45.0,0.0
Jan Paul van Hecke,5.0,DEF,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Jannik Vestergaard,11.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Japhet Tanganga,18.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jarrad Branthwaite,8.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jarrod Bowen,19.0,MID,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,87.0
Jason Steele,5.0,GK,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Javier Manquillo GaitÃ¡n,15.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jay Stansfield,9.0,FWD,76.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Philippe Gbamin,8.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Philippe Mateta,7.0,FWD,20.0,16.0,53.0,62.0,,,6.0,4.0,13.0,9.0,28.0
Jeff Hendrick,15.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson Lerma SolÃ­s,3.0,MID,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Jeffrey Schlupp,7.0,MID,81.0,90.0,75.0,90.0,,,16.0,90.0,90.0,90.0,28.0
Jeremiah Chilokoa-Mullen,,,,,,,,,,,,,
Jeremy Sarmiento Morante,5.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,3.0
Jesse Lingard,16.0,MID,83.0,68.0,0.0,66.0,,27.0,68.0,0.0,20.0,85.0,63.0
Jesurun Rak-Sakyi,7.0,MID,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Jhon DurÃ¡n,,,,,,,,,,,,,
Jimmy Morgan,,,,,,,,,,,,,
Joachim Andersen,7.0,DEF,90.0,90.0,90.0,90.0,,,0.0,90.0,90.0,90.0,90.0
Joe Ayodele-Aribo,17.0,MID,87.0,88.0,30.0,72.0,,45.0,90.0,78.0,73.0,63.0,72.0
Joe Bryan,9.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Joe Gelhardt,10.0,FWD,7.0,8.0,44.0,58.0,,,0.0,6.0,1.0,15.0,6.0
Joe Lolley,16.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Joe Rodon,18.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Joe Rothwell,3.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0
Joe Willock,15.0,MID,69.0,83.0,90.0,90.0,,90.0,90.0,90.0,12.0,45.0,74.0
Joe Wormleighton,,,,,,,,,,,,0.0,0.0
Joe Worrall,16.0,DEF,90.0,90.0,90.0,90.0,,27.0,0.0,0.0,0.0,4.0,26.0
Joel Matip,12.0,DEF,0.0,0.0,0.0,10.0,,,90.0,68.0,0.0,0.0,0.0
Joel Robles,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Joel Ward,7.0,DEF,90.0,90.0,90.0,90.0,,,90.0,90.0,90.0,90.0,90.0
Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,15.0,MID,90.0,90.0,90.0,90.0,,90.0,0.0,24.0,90.0,45.0,90.0
John McGinn,2.0,MID,72.0,90.0,72.0,64.0,,90.0,90.0,76.0,73.0,90.0,27.0
John Stones,13.0,DEF,90.0,90.0,74.0,90.0,,90.0,0.0,0.0,0.0,,0.0
John-Kymani Gordon,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Jonathan Castro Otto,20.0,DEF,90.0,90.0,90.0,90.0,,90.0,90.0,71.0,90.0,0.0,66.0
Jonathan Panzo,16.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,15.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Jonny Evans,11.0,DEF,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,0.0,0.0,0.0
Jordan Ayew,7.0,MID,69.0,73.0,14.0,90.0,,,90.0,64.0,90.0,10.0,74.0
Jordan Henderson,12.0,MID,58.0,69.0,70.0,0.0,,,58.0,90.0,17.0,90.0,28.0
Jordan Pickford,8.0,GK,90.0,90.0,90.0,90.0,,0.0,90.0,90.0,90.0,90.0,90.0
Jordan Smith,,,,,,,,,,,,,
Jordan Zemura,3.0,DEF,90.0,90.0,68.0,45.0,,90.0,90.0,0.0,10.0,0.0,33.0
Jorge Luiz Frello Filho,6.0,MID,63.0,74.0,66.0,7.0,,,55.0,90.0,25.0,90.0,90.0
Joseph Anang,,,,,,,,,,,,,
Joseph Gomez,12.0,DEF,90.0,90.0,90.0,90.0,,,0.0,45.0,90.0,90.0,90.0
Joseph Hodge,20.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,45.0,1.0,32.0,0.0
Joseph Whitworth,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
Josh Dasilva,4.0,MID,73.0,90.0,22.0,31.0,,62.0,29.0,45.0,10.0,17.0,45.0
Josh Onomah,9.0,MID,0.0,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,0.0,0.0
Josh Wilson-Esbrand,13.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
JosÃ© Malheiro de SÃ¡,20.0,GK,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
JoÃ£o Cancelo,13.0,DEF,90.0,60.0,67.0,90.0,,90.0,90.0,69.0,90.0,,90.0
JoÃ£o Filipe Iria Santos Moutinho,20.0,MID,57.0,90.0,90.0,90.0,,90.0,90.0,90.0,81.0,32.0,80.0
JoÃ£o FÃ©lix Sequeira,,,,,,,,,,,,,
JoÃ£o Palhinha GonÃ§alves,9.0,MID,90.0,87.0,90.0,84.0,,90.0,0.0,90.0,90.0,90.0,90.0
JoÃ£o Victor Gomes da Silva,,,,,,,,,,,,,
